@RELATION svm_paper_noise
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {002-Noise,001-Paper}

@DATA
0.149705,0.007427,2.713758,0.218463,0.192509,1.375252,0.001681,0.246779,-25.215957,-0.655434,-1.178647,-0.028613,-0.453363,-0.129717,-0.291205,-0.060901,-0.168973,-0.116668,-0.049766,-0.146739,-0.084841,0.007087,0.006301,0.006953,0.007819,0.004873,0.005370,0.006024,0.004832,0.007382,0.005480,0.004360,0.006048,0.003442,-0.001924,0.000261,-0.001784,-0.001268,-0.000017,-0.011780,0.000021,-0.002650,0.118733,-0.012519,-0.019796,-0.000952,-0.013325,0.001002,0.001278,0.004311,0.000328,-0.000003,0.001768,0.003742,-0.000659,-0.000006,0.000031,-0.000005,0.000033,0.000030,0.000009,0.000020,0.000018,0.000034,0.000004,-0.000015,0.000113,0.000016,0.032389,0.006163,0.375315,0.029449,0.014786,0.397609,0.000442,0.096634,1.877563,0.628564,0.400627,0.272353,0.282099,0.200625,0.231793,0.188779,0.170247,0.158919,0.165557,0.177528,0.153323,0.004197,0.003221,0.004728,0.004617,0.002973,0.002769,0.003163,0.002814,0.005763,0.003364,0.002745,0.003704,0.001460,0.036951,0.008415,0.582595,0.038227,0.020496,0.516297,0.000540,0.127708,2.303991,0.796226,0.529511,0.352681,0.322263,0.273475,0.350079,0.238910,0.227926,0.221932,0.216204,0.256634,0.213333,0.006042,0.004409,0.007068,0.006627,0.004039,0.003706,0.004760,0.004012,0.008105,0.004824,0.003594,0.005057,0.002062,002-Noise
0.084832,0.178021,3.224694,0.145128,0.159628,0.760446,0.002222,0.108757,-19.464201,-0.275225,-0.889685,0.100496,-0.562470,0.270617,-0.348814,-0.051284,-0.023643,0.082895,-0.138523,-0.031426,-0.022043,0.007837,0.006183,0.010592,0.005250,0.006586,0.005271,0.015278,0.005231,0.006948,0.008636,0.008881,0.007344,0.005197,-0.000091,-0.000889,0.000257,-0.000110,-0.000061,-0.001100,0.000029,-0.000073,-0.010108,-0.002075,-0.005068,-0.003316,-0.001392,0.000020,0.001162,-0.003068,-0.002135,-0.000755,-0.000687,-0.001850,-0.002310,-0.000036,0.000022,-0.000053,-0.000011,0.000009,0.000047,0.000433,0.000049,0.000030,0.000038,0.000112,-0.000006,0.000083,0.005692,0.036410,0.065017,0.016718,0.020259,0.106659,0.000366,0.005294,0.271365,0.202503,0.211773,0.176064,0.158202,0.188520,0.144455,0.176393,0.146671,0.134753,0.135129,0.145963,0.175978,0.004266,0.003838,0.005527,0.002933,0.002803,0.002631,0.009822,0.003389,0.004165,0.004912,0.004725,0.003773,0.002210,0.006771,0.046189,0.099507,0.022466,0.027673,0.135942,0.000411,0.007381,0.348935,0.310386,0.273578,0.238497,0.242693,0.263499,0.203419,0.272111,0.201177,0.187528,0.188724,0.179217,0.233189,0.006115,0.005785,0.006702,0.004320,0.004178,0.003661,0.011763,0.005232,0.005569,0.007186,0.006751,0.005345,0.002607,002-Noise
0.030799,0.001033,3.099108,0.086438,0.151629,0.150032,0.007816,0.044973,-32.496890,2.627953,-0.628111,0.282244,-0.044875,0.155755,-0.060640,-0.024558,-0.178927,0.005810,0.037342,0.023785,-0.089724,0.017682,0.004700,0.040953,0.013684,0.030334,0.011372,0.047909,0.004755,0.010210,0.016387,0.031056,0.004483,0.019685,0.000000,-0.000000,0.005426,0.000180,0.000155,0.000303,0.000059,0.000000,-0.010811,-0.004125,0.002342,0.002588,-0.000554,0.000458,-0.001449,-0.000826,-0.000942,-0.000550,0.000614,0.000990,0.001260,0.000063,-0.000030,0.000675,0.000023,-0.000043,0.000091,0.000295,-0.000015,-0.000177,-0.000161,0.000026,-0.000021,0.000153,0.007872,0.002115,0.180584,0.017361,0.026403,0.077097,0.004975,0.011142,1.562969,0.427238,0.233878,0.187793,0.192475,0.179103,0.164604,0.150604,0.155747,0.142988,0.136615,0.127254,0.138838,0.011964,0.003371,0.021661,0.009637,0.020265,0.007404,0.032107,0.005187,0.008412,0.011080,0.015330,0.003356,0.007548,0.007093,0.002065,0.223684,0.019257,0.028494,0.062710,0.004898,0.010818,1.033778,0.338551,0.298209,0.247790,0.251184,0.239296,0.236947,0.213024,0.234034,0.202637,0.187452,0.162526,0.178602,0.015241,0.004622,0.029202,0.014613,0.030793,0.008921,0.045137,0.006798,0.010461,0.015359,0.021201,0.005015,0.008376,002-Noise
0.020023,0.012720,2.916914,0.101844,0.178391,0.165640,0.012759,0.027341,-27.689740,1.757323,-0.002013,0.408218,0.360498,0.454587,0.032518,0.057414,0.099921,0.090727,0.110733,0.047169,-0.028856,0.001484,0.000407,0.031763,0.000684,0.076375,0.001623,0.147047,0.001782,0.002208,0.002497,0.008924,0.000632,0.050576,-0.000064,0.000149,0.002688,-0.000430,-0.000237,-0.000786,0.000029,-0.000091,0.017187,0.000472,0.001414,-0.000551,0.001035,0.002380,0.000880,0.000195,-0.000425,-0.001401,-0.000270,0.002779,0.001638,-0.000043,-0.000009,0.000001,-0.000020,0.000864,-0.000020,-0.001648,-0.000001,-0.000010,-0.000063,-0.000267,-0.000015,-0.000393,0.015398,0.009414,0.160977,0.029910,0.040924,0.121898,0.009839,0.022491,1.428533,0.565999,0.277737,0.251821,0.253148,0.324538,0.235519,0.197704,0.173441,0.137813,0.144828,0.156996,0.154279,0.001453,0.000632,0.032330,0.000675,0.047325,0.002274,0.103151,0.003831,0.005743,0.003822,0.008867,0.000843,0.021293,0.008788,0.005418,0.163299,0.025358,0.034555,0.058052,0.011224,0.012093,0.873361,0.334841,0.300045,0.239449,0.262583,0.305458,0.202920,0.222228,0.212403,0.173815,0.196362,0.168567,0.174241,0.001650,0.000847,0.029989,0.000726,0.036225,0.002704,0.085349,0.004871,0.008096,0.004117,0.010807,0.000995,0.017963,002-Noise
0.174837,0.000390,2.794382,0.262307,0.251586,1.278130,0.002216,0.314510,-31.990344,1.275577,-0.643157,0.098357,-0.225394,-0.081385,-0.112705,-0.238451,-0.152931,-0.013106,-0.052988,-0.123213,-0.115325,0.012008,0.005102,0.013331,0.013323,0.012323,0.012735,0.015182,0.006641,0.010842,0.013134,0.013271,0.007124,0.007066,-0.001638,-0.000000,0.003231,-0.000485,0.000130,-0.014169,0.000034,-0.004093,-0.011505,0.011840,-0.007777,-0.001985,0.002003,-0.004700,-0.001162,-0.003500,0.001586,0.003373,-0.001260,-0.001015,0.002574,0.000023,0.000033,-0.000003,-0.000062,-0.000052,0.000615,0.000117,0.000069,-0.000055,0.000275,-0.000012,0.000017,0.000159,0.054268,0.001285,0.689343,0.069574,0.031647,0.710010,0.001478,0.194806,1.998764,0.445573,0.435085,0.251555,0.315317,0.232807,0.206389,0.192234,0.191368,0.149292,0.160282,0.163081,0.156138,0.007395,0.003497,0.007555,0.008672,0.008219,0.008274,0.007817,0.004775,0.005574,0.007261,0.006918,0.004979,0.002658,0.048851,0.001879,0.985146,0.095626,0.045396,0.886869,0.001822,0.258262,2.553753,0.519181,0.574197,0.290608,0.421682,0.286232,0.300834,0.291449,0.282115,0.216370,0.211069,0.225012,0.207124,0.010549,0.004926,0.009909,0.012497,0.011018,0.010986,0.010572,0.006401,0.007697,0.009815,0.009752,0.006807,0.003756,002-Noise
0.172332,0.000239,2.795156,0.273213,0.260760,1.283563,0.001943,0.325853,-31.609591,1.301004,-0.545085,0.170745,-0.047584,0.110601,0.053861,-0.008673,-0.073081,-0.039207,-0.093569,-0.108389,-0.132156,0.012841,0.006157,0.015043,0.010675,0.011078,0.009785,0.014337,0.005908,0.006658,0.019397,0.015436,0.006576,0.007554,0.001030,-0.000000,0.001710,0.000725,0.000126,0.009390,0.000013,0.003748,-0.009394,-0.007637,0.002870,-0.001414,-0.006702,-0.005178,0.000602,0.002759,0.002080,-0.000631,0.003321,0.002569,-0.000071,0.000034,0.000003,-0.000224,0.000151,-0.000002,-0.000041,-0.000314,0.000031,-0.000066,-0.000020,-0.000207,0.000028,-0.000078,0.041661,0.000676,0.730642,0.056584,0.025075,0.551434,0.001047,0.183415,2.082047,0.479619,0.411646,0.275035,0.263176,0.237427,0.218036,0.247346,0.165218,0.169202,0.176152,0.155413,0.147711,0.008663,0.004308,0.007781,0.006696,0.005597,0.005531,0.008776,0.004150,0.004082,0.013627,0.008237,0.003798,0.003409,0.038199,0.000931,0.979712,0.079783,0.035227,0.747452,0.001285,0.243032,2.400682,0.601123,0.543182,0.369764,0.361274,0.323647,0.307969,0.304643,0.222298,0.241692,0.254307,0.226569,0.176764,0.012694,0.006044,0.010711,0.010403,0.007569,0.008134,0.012017,0.006293,0.005531,0.018205,0.011795,0.005826,0.004546,002-Noise
0.203135,0.043254,3.192077,0.257452,0.200390,1.602665,0.001889,0.386597,-23.389784,2.328387,0.769022,0.225641,0.309928,0.422114,0.046914,0.116501,-0.146984,-0.103732,-0.046077,-0.056226,-0.059399,0.010843,0.000914,0.038822,0.010194,0.034954,0.004893,0.058218,0.000853,0.001785,0.013278,0.017663,0.001023,0.020940,-0.000336,0.000008,-0.001383,-0.000064,0.000062,-0.003479,0.000018,-0.000445,-0.003516,-0.000522,0.000266,0.002053,0.002465,0.002829,-0.001410,0.000162,0.002303,0.000026,-0.003297,0.002330,0.002836,-0.000073,-0.000006,-0.000076,0.000092,-0.000049,-0.000052,0.000766,-0.000012,0.000014,-0.000039,-0.000094,-0.000002,0.000121,0.025336,0.008564,0.056094,0.010500,0.007194,0.149538,0.000492,0.025717,0.209690,0.146177,0.165476,0.143260,0.157135,0.162023,0.140973,0.144742,0.161866,0.151150,0.145370,0.153045,0.151726,0.007291,0.000583,0.019374,0.007958,0.017236,0.003574,0.028820,0.000737,0.001035,0.009494,0.010701,0.000704,0.005356,0.032594,0.013716,0.076467,0.015179,0.008172,0.203551,0.000589,0.031576,0.325639,0.213257,0.220773,0.195627,0.223932,0.227726,0.179144,0.189853,0.220580,0.234982,0.194843,0.192054,0.203172,0.010810,0.000814,0.027235,0.011523,0.023538,0.004893,0.043505,0.001039,0.001449,0.012839,0.015979,0.000928,0.007320,002-Noise
0.052999,0.036497,2.641702,0.153625,0.202320,0.185084,0.008888,0.012341,-24.174827,2.276835,0.359306,0.774014,0.066013,0.209010,-0.214315,-0.054463,-0.057342,0.141180,0.039062,0.102543,0.003072,0.004171,0.000567,0.069409,0.006645,0.040437,0.003697,0.168256,0.000449,0.001979,0.014642,0.038345,0.000789,0.053815,-0.000200,0.000536,-0.007339,-0.000691,-0.000252,-0.002454,0.000059,-0.000036,0.021871,0.003351,0.001009,0.003262,-0.000190,-0.000534,0.001581,-0.000380,0.001252,0.000503,-0.002235,-0.003866,-0.000401,0.000039,-0.000001,0.000647,0.000132,-0.001040,-0.000079,0.000954,-0.000001,-0.000002,0.000258,0.000588,0.000002,0.000051,0.011952,0.013570,0.352784,0.020104,0.016587,0.071576,0.004907,0.004856,0.352178,0.186460,0.149573,0.182659,0.161948,0.159943,0.149059,0.162559,0.158389,0.124039,0.143590,0.144115,0.158781,0.003336,0.000394,0.037154,0.004284,0.034965,0.003925,0.099768,0.000339,0.001564,0.010465,0.022204,0.000569,0.019349,0.016629,0.022576,0.564619,0.031799,0.023187,0.113970,0.007778,0.007633,0.420695,0.248206,0.202053,0.234421,0.205563,0.208156,0.224164,0.217373,0.199189,0.181115,0.196241,0.207372,0.216225,0.004869,0.000536,0.059890,0.005975,0.056757,0.005821,0.173940,0.000508,0.002153,0.014301,0.032223,0.000812,0.033568,002-Noise
0.023108,0.021614,2.899347,0.067715,0.126128,0.056122,0.006432,0.029991,-23.463513,2.930763,-0.501987,-0.122987,-0.507355,-0.297883,-0.348411,-0.165773,-0.131695,0.010818,0.117925,0.033251,-0.034082,0.029446,0.003239,0.016544,0.017248,0.013836,0.017161,0.018737,0.002447,0.015481,0.029758,0.028939,0.017755,0.014868,-0.000086,0.000061,0.000169,0.000017,0.000027,-0.000348,0.000090,-0.000054,0.000081,0.000150,-0.003315,-0.000830,-0.002617,-0.003495,-0.002651,-0.000672,-0.001075,0.001121,-0.002339,-0.001222,0.002564,-0.000015,-0.000071,-0.000020,-0.000069,-0.000368,-0.000043,-0.000016,-0.000042,-0.000050,-0.000218,0.000727,-0.000028,0.000135,0.002827,0.007714,0.168718,0.019879,0.038320,0.022206,0.002060,0.005292,0.363814,0.222012,0.194144,0.166912,0.159635,0.166754,0.161593,0.156541,0.164879,0.135697,0.131453,0.145601,0.141415,0.017724,0.002339,0.010341,0.012180,0.009971,0.012369,0.008226,0.002115,0.009048,0.019953,0.016998,0.012858,0.004179,0.003950,0.008674,0.199032,0.022957,0.047399,0.024817,0.002605,0.006486,0.415493,0.250366,0.251512,0.204023,0.223132,0.213468,0.184395,0.218792,0.217270,0.179921,0.176256,0.213396,0.184680,0.022087,0.003507,0.012551,0.013485,0.012656,0.015631,0.011118,0.002779,0.013386,0.024450,0.021179,0.017967,0.005750,002-Noise
0.046248,0.000174,3.012192,0.118767,0.177120,0.235480,0.004205,0.055554,-34.021261,1.953276,-0.709851,0.208494,0.049087,0.263505,-0.010079,0.101314,0.074673,0.074542,0.015963,0.045527,-0.001925,0.013709,0.006584,0.054336,0.011207,0.017612,0.009355,0.056145,0.004541,0.007809,0.012131,0.026665,0.007309,0.020943,-0.000005,0.000000,-0.000621,-0.000183,-0.000149,-0.000289,0.000066,-0.000009,0.003316,0.001826,0.001283,-0.001244,0.003940,0.001746,-0.001355,-0.002063,-0.001965,-0.001816,0.000793,-0.000247,-0.001422,-0.000042,0.000001,-0.000102,-0.000012,-0.000026,0.000016,-0.000566,-0.000008,0.000070,0.000059,0.000206,-0.000054,-0.000141,0.009040,0.000529,0.434918,0.021183,0.032911,0.099985,0.001489,0.016384,2.519625,0.447234,0.246871,0.262955,0.203523,0.187019,0.149708,0.167613,0.163180,0.134026,0.132660,0.138057,0.134357,0.009206,0.004840,0.032521,0.006866,0.009941,0.005756,0.035323,0.003431,0.004844,0.006568,0.015480,0.005461,0.010289,0.009565,0.000661,0.611620,0.016645,0.025889,0.084917,0.001829,0.015434,2.023636,0.378477,0.297760,0.251974,0.272807,0.223983,0.219092,0.251769,0.227066,0.206973,0.197205,0.211447,0.181121,0.013122,0.006683,0.041034,0.010429,0.012189,0.007873,0.041958,0.004625,0.006611,0.009005,0.020990,0.006697,0.011235,002-Noise
0.129415,0.087111,3.157648,0.149731,0.124745,0.928780,0.004101,0.163058,-23.209368,-0.404137,-0.395128,-0.256506,0.065005,0.147850,0.330353,-0.329262,0.526125,0.044320,-0.281189,-0.223077,0.164447,0.007190,0.003173,0.003602,0.003469,0.002585,0.002116,0.004040,0.002315,0.004774,0.005979,0.010149,0.009456,0.005832,0.000907,0.001302,0.009516,0.000428,-0.000279,-0.001068,0.000032,-0.000200,-0.004565,-0.025220,0.008158,-0.012213,0.003307,0.004793,-0.001625,-0.000505,0.010729,-0.001976,-0.007141,0.001510,-0.002921,-0.000222,-0.000012,-0.000209,-0.000132,-0.000128,-0.000013,-0.000070,-0.000059,-0.000071,-0.000118,-0.000121,0.000072,-0.000041,0.015391,0.049699,0.142974,0.013341,0.016397,0.201982,0.001421,0.009381,1.129076,0.629562,0.328738,0.300871,0.276791,0.295481,0.238110,0.314100,0.287357,0.249258,0.250497,0.208038,0.279744,0.006302,0.003010,0.003466,0.003360,0.002801,0.001858,0.003922,0.002367,0.007275,0.005916,0.011865,0.007589,0.004208,0.012900,0.041750,0.205668,0.014369,0.022644,0.198871,0.001746,0.012667,1.055278,0.441709,0.349627,0.299364,0.275087,0.262351,0.262806,0.296535,0.232122,0.221520,0.280224,0.256662,0.291753,0.008130,0.003403,0.003572,0.003071,0.003027,0.002125,0.004589,0.002951,0.007636,0.006975,0.014089,0.009670,0.004930,002-Noise
0.035485,0.001901,1.179224,0.080357,0.080472,0.310323,0.002479,0.035762,-44.823729,0.265052,-0.081167,-0.057182,-0.264016,-0.056834,-0.027737,0.033422,0.005423,0.016984,0.010339,0.004528,-0.033851,0.003867,0.004248,0.004199,0.003984,0.102953,0.002824,0.006054,0.001713,0.003806,0.006202,0.010037,0.003197,0.033698,-0.000753,-0.000000,-0.030272,-0.002740,-0.002841,-0.005923,-0.000000,-0.000000,-0.051917,-0.011568,-0.003763,-0.002206,-0.000544,-0.003278,-0.000973,-0.000764,0.000435,0.001877,0.000612,-0.000373,0.002077,-0.000134,-0.000008,-0.000570,-0.000047,0.001454,-0.000053,-0.000659,-0.000056,-0.000013,-0.000058,-0.000247,-0.000033,0.000250,0.029081,0.003365,0.499758,0.061918,0.052645,0.261764,0.002475,0.036386,2.516696,0.373178,0.492077,0.207834,0.313132,0.169996,0.192840,0.157063,0.104608,0.136773,0.120976,0.097068,0.106694,0.003330,0.006531,0.005537,0.009353,0.029719,0.003828,0.008523,0.002665,0.005792,0.007949,0.013682,0.003422,0.008897,0.026439,0.003965,0.453882,0.064578,0.052902,0.252668,0.003129,0.030803,1.505600,0.341493,0.394633,0.223674,0.202236,0.200172,0.178359,0.169660,0.114132,0.131953,0.124183,0.130376,0.112197,0.004741,0.007928,0.006825,0.011728,0.029147,0.005071,0.009918,0.003080,0.005639,0.011256,0.014855,0.004674,0.009619,002-Noise
0.027368,0.008027,3.251057,0.040839,0.037039,0.391808,0.006093,0.037840,-44.415494,0.249545,0.028695,-0.048025,0.123296,-0.013533,0.016876,0.009743,0.094646,0.083354,0.012033,-0.031017,0.021853,0.001486,0.000528,0.004052,0.000970,0.130730,0.002135,0.004173,0.000325,0.001053,0.002403,0.002887,0.002206,0.037283,-0.001838,-0.000494,-0.000178,-0.002200,-0.001624,-0.009516,-0.000000,-0.003067,-0.262279,-0.003305,-0.006156,0.005710,-0.007850,0.003079,0.000529,-0.002879,-0.006696,-0.002498,0.003824,-0.001192,-0.004217,-0.000028,-0.000003,-0.000011,-0.000002,0.001647,-0.000188,-0.000007,-0.000001,-0.000002,-0.000003,-0.000029,-0.000033,0.000411,0.015670,0.007102,0.076652,0.018231,0.014223,0.080909,0.023492,0.021747,2.106326,0.306739,0.144146,0.127379,0.072158,0.098985,0.055086,0.054472,0.095497,0.046543,0.052484,0.055245,0.045362,0.002225,0.000932,0.007930,0.001686,0.013308,0.002577,0.006727,0.000467,0.001790,0.003799,0.003687,0.002336,0.003622,0.006023,0.003615,0.094977,0.008175,0.010998,0.059447,0.033904,0.012005,1.128553,0.157753,0.080920,0.086776,0.071431,0.074917,0.067932,0.066819,0.082362,0.057317,0.058362,0.061268,0.059434,0.001607,0.000979,0.007932,0.001934,0.010272,0.002527,0.006160,0.000442,0.001583,0.003663,0.003946,0.001721,0.002115,002-Noise
0.023158,0.022180,3.276754,0.043771,0.051062,0.254887,0.010759,0.035989,-39.995168,0.055310,-0.648939,-0.232129,-0.279411,-0.232666,-0.106325,0.090489,0.006992,0.011375,-0.041423,0.015752,-0.002231,0.003258,0.001893,0.003507,0.010270,0.106317,0.002035,0.001492,0.001543,0.001095,0.002828,0.002474,0.007848,0.033006,-0.000703,-0.000206,0.001633,-0.001121,-0.001327,-0.004028,0.000000,-0.000962,-0.281118,-0.004210,0.016151,0.004433,0.006957,0.006018,0.004177,0.000733,-0.000079,-0.004680,0.000189,-0.000562,0.000239,-0.000206,-0.000072,-0.000064,-0.000057,0.001655,-0.000086,-0.000022,-0.000243,-0.000069,-0.000097,-0.000110,-0.000102,0.000396,0.006700,0.011364,0.063316,0.011343,0.015388,0.060924,0.040909,0.010073,2.096517,0.092140,0.183059,0.112130,0.119626,0.098173,0.087789,0.073054,0.080130,0.073161,0.051413,0.071240,0.070323,0.002765,0.001361,0.002116,0.009426,0.011909,0.001541,0.001144,0.002100,0.000750,0.001988,0.001725,0.006652,0.004209,0.005101,0.006415,0.087958,0.010235,0.014706,0.065579,0.059507,0.010504,1.197637,0.110592,0.154590,0.132489,0.142492,0.105551,0.097005,0.076050,0.085012,0.084430,0.052184,0.086970,0.082895,0.003113,0.001530,0.001935,0.008164,0.007392,0.001632,0.001322,0.001996,0.000899,0.002145,0.001975,0.006417,0.003197,002-Noise
0.027105,0.032337,2.863162,0.142761,0.206219,0.158749,0.029055,0.026770,-31.137747,2.419050,-0.012512,0.359873,0.026507,0.172727,0.199128,0.085298,0.139789,0.126131,0.022027,-0.012820,-0.023327,0.002043,0.002295,0.092294,0.001035,0.009896,0.000778,0.321449,0.000864,0.001511,0.001517,0.006412,0.001145,0.094941,-0.002450,0.000023,-0.005075,-0.002409,-0.000587,-0.013127,0.002832,-0.003893,0.118341,0.010175,-0.003303,0.001729,-0.000057,0.001321,-0.000018,0.001123,0.000559,-0.002089,-0.002109,-0.000760,-0.000851,-0.000002,-0.000003,0.000799,0.000002,-0.000120,-0.000015,0.000723,-0.000002,-0.000041,-0.000027,0.000019,-0.000001,0.000289,0.030453,0.028873,0.251662,0.071826,0.048285,0.199757,0.029985,0.046685,4.492689,0.578767,0.459272,0.287378,0.334960,0.193992,0.191489,0.153240,0.137673,0.158676,0.116822,0.123095,0.134390,0.002829,0.003833,0.066466,0.001293,0.006390,0.001030,0.103633,0.001578,0.002296,0.001623,0.007009,0.002049,0.022056,0.025917,0.027353,0.372427,0.056842,0.054466,0.188396,0.037601,0.055271,3.316565,0.585900,0.609314,0.339195,0.435077,0.267856,0.268311,0.223260,0.174578,0.217340,0.151243,0.170692,0.187793,0.003520,0.005677,0.093041,0.001710,0.009485,0.001375,0.140023,0.002393,0.003551,0.002249,0.010411,0.002841,0.030060,002-Noise
